,REF_DATE,GEO,Gender,Indicators,UOM,VALUE
6659,2021-07,New Brunswick,"Total, all persons",Fair or poor perceived mental health,Number,133.0
6660,2021-07,New Brunswick,Men,Excellent or very good perceived mental health,Percent,57.6
6661,2021-07,New Brunswick,Men,Excellent or very good perceived mental health,Percent,49.9
6662,2021-07,New Brunswick,Men,Excellent or very good perceived mental health,Percent,64.9
6663,2021-07,New Brunswick,Men,Excellent or very good perceived mental health,Number,186.0
6664,2021-07,New Brunswick,Men,Excellent or very good perceived mental health,Number,162.0
6665,2021-07,New Brunswick,Men,Excellent or very good perceived mental health,Number,210.0
6666,2021-07,New Brunswick,Men,Good perceived mental health,Percent,27.0
6667,2021-07,New Brunswick,Men,Good perceived mental health,Percent,21.1
6668,2021-07,New Brunswick,Men,Good perceived mental health,Percent,34.0
6669,2021-07,New Brunswick,Men,Good perceived mental health,Number,87.0
6670,2021-07,New Brunswick,Men,Good perceived mental health,Number,66.0
6671,2021-07,New Brunswick,Men,Good perceived mental health,Number,108.0
6672,2021-07,New Brunswick,Men,Fair or poor perceived mental health,Percent,15.4
6673,2021-07,New Brunswick,Men,Fair or poor perceived mental health,Percent,10.8
6674,2021-07,New Brunswick,Men,Fair or poor perceived mental health,Percent,21.5
6675,2021-07,New Brunswick,Men,Fair or poor perceived mental health,Number,
6676,2021-07,New Brunswick,Men,Fair or poor perceived mental health,Number,
6677,2021-07,New Brunswick,Men,Fair or poor perceived mental health,Number,
6678,2021-07,New Brunswick,Women,Excellent or very good perceived mental health,Percent,46.5
6679,2021-07,New Brunswick,Women,Excellent or very good perceived mental health,Percent,39.6
6680,2021-07,New Brunswick,Women,Excellent or very good perceived mental health,Percent,53.5
6681,2021-07,New Brunswick,Women,Excellent or very good perceived mental health,Number,155.0
6682,2021-07,New Brunswick,Women,Excellent or very good perceived mental health,Number,132.0
6683,2021-07,New Brunswick,Women,Excellent or very good perceived mental health,Number,178.0
6684,2021-07,New Brunswick,Women,Good perceived mental health,Percent,35.8
6685,2021-07,New Brunswick,Women,Good perceived mental health,Percent,29.7
6686,2021-07,New Brunswick,Women,Good perceived mental health,Percent,42.3
6687,2021-07,New Brunswick,Women,Good perceived mental health,Number,119.0
6688,2021-07,New Brunswick,Women,Good perceived mental health,Number,98.0
6689,2021-07,New Brunswick,Women,Good perceived mental health,Number,140.0
6690,2021-07,New Brunswick,Women,Fair or poor perceived mental health,Percent,17.7
6691,2021-07,New Brunswick,Women,Fair or poor perceived mental health,Percent,13.2
6692,2021-07,New Brunswick,Women,Fair or poor perceived mental health,Percent,23.5
6693,2021-07,New Brunswick,Women,Fair or poor perceived mental health,Number,
6694,2021-07,New Brunswick,Women,Fair or poor perceived mental health,Number,
6695,2021-07,New Brunswick,Women,Fair or poor perceived mental health,Number,
6696,2021-07,Quebec,"Total, all persons",Excellent or very good perceived mental health,Percent,62.0
6697,2021-07,Quebec,"Total, all persons",Excellent or very good perceived mental health,Percent,59.5
6698,2021-07,Quebec,"Total, all persons",Excellent or very good perceived mental health,Percent,64.5
6699,2021-07,Quebec,"Total, all persons",Excellent or very good perceived mental health,Number,4403.0
6700,2021-07,Quebec,"Total, all persons",Excellent or very good perceived mental health,Number,4226.0
6701,2021-07,Quebec,"Total, all persons",Excellent or very good perceived mental health,Number,4579.0
6702,2021-07,Quebec,"Total, all persons",Good perceived mental health,Percent,29.2
6703,2021-07,Quebec,"Total, all persons",Good perceived mental health,Percent,26.9
6704,2021-07,Quebec,"Total, all persons",Good perceived mental health,Percent,31.7
6705,2021-07,Quebec,"Total, all persons",Good perceived mental health,Number,2076.0
6706,2021-07,Quebec,"Total, all persons",Good perceived mental health,Number,1905.0
6707,2021-07,Quebec,"Total, all persons",Good perceived mental health,Number,2247.0
6708,2021-07,Quebec,"Total, all persons",Fair or poor perceived mental health,Percent,8.7
6709,2021-07,Quebec,"Total, all persons",Fair or poor perceived mental health,Percent,7.4
6710,2021-07,Quebec,"Total, all persons",Fair or poor perceived mental health,Percent,10.3
6711,2021-07,Quebec,"Total, all persons",Fair or poor perceived mental health,Number,621.0
6712,2021-07,Quebec,"Total, all persons",Fair or poor perceived mental health,Number,518.0
6713,2021-07,Quebec,"Total, all persons",Fair or poor perceived mental health,Number,724.0
6714,2021-07,Quebec,Men,Excellent or very good perceived mental health,Percent,66.1
6715,2021-07,Quebec,Men,Excellent or very good perceived mental health,Percent,62.4
6716,2021-07,Quebec,Men,Excellent or very good perceived mental health,Percent,69.5
6717,2021-07,Quebec,Men,Excellent or very good perceived mental health,Number,2341.0
6718,2021-07,Quebec,Men,Excellent or very good perceived mental health,Number,2209.0
6719,2021-07,Quebec,Men,Excellent or very good perceived mental health,Number,2473.0
6720,2021-07,Quebec,Men,Good perceived mental health,Percent,27.1
6721,2021-07,Quebec,Men,Good perceived mental health,Percent,23.8
6722,2021-07,Quebec,Men,Good perceived mental health,Percent,30.6
6723,2021-07,Quebec,Men,Good perceived mental health,Number,959.0
6724,2021-07,Quebec,Men,Good perceived mental health,Number,838.0
6725,2021-07,Quebec,Men,Good perceived mental health,Number,1081.0
6726,2021-07,Quebec,Men,Fair or poor perceived mental health,Percent,6.9
6727,2021-07,Quebec,Men,Fair or poor perceived mental health,Percent,5.3
6728,2021-07,Quebec,Men,Fair or poor perceived mental health,Percent,8.9
6729,2021-07,Quebec,Men,Fair or poor perceived mental health,Number,244.0
6730,2021-07,Quebec,Men,Fair or poor perceived mental health,Number,179.0
6731,2021-07,Quebec,Men,Fair or poor perceived mental health,Number,308.0
6732,2021-07,Quebec,Women,Excellent or very good perceived mental health,Percent,58.0
6733,2021-07,Quebec,Women,Excellent or very good perceived mental health,Percent,54.5
6734,2021-07,Quebec,Women,Excellent or very good perceived mental health,Percent,61.4
6735,2021-07,Quebec,Women,Excellent or very good perceived mental health,Number,2062.0
6736,2021-07,Quebec,Women,Excellent or very good perceived mental health,Number,1935.0
6737,2021-07,Quebec,Women,Excellent or very good perceived mental health,Number,2188.0
6738,2021-07,Quebec,Women,Good perceived mental health,Percent,31.4
6739,2021-07,Quebec,Women,Good perceived mental health,Percent,28.2
6740,2021-07,Quebec,Women,Good perceived mental health,Percent,34.8
6741,2021-07,Quebec,Women,Good perceived mental health,Number,1117.0
6742,2021-07,Quebec,Women,Good perceived mental health,Number,998.0
6743,2021-07,Quebec,Women,Good perceived mental health,Number,1236.0
6744,2021-07,Quebec,Women,Fair or poor perceived mental health,Percent,10.6
6745,2021-07,Quebec,Women,Fair or poor perceived mental health,Percent,8.6
6746,2021-07,Quebec,Women,Fair or poor perceived mental health,Percent,13.0
6747,2021-07,Quebec,Women,Fair or poor perceived mental health,Number,377.0
6748,2021-07,Quebec,Women,Fair or poor perceived mental health,Number,298.0
6749,2021-07,Quebec,Women,Fair or poor perceived mental health,Number,456.0
6750,2021-07,Ontario,"Total, all persons",Excellent or very good perceived mental health,Percent,48.3
6751,2021-07,Ontario,"Total, all persons",Excellent or very good perceived mental health,Percent,46.1
6752,2021-07,Ontario,"Total, all persons",Excellent or very good perceived mental health,Percent,50.5
6753,2021-07,Ontario,"Total, all persons",Excellent or very good perceived mental health,Number,5974.0
6754,2021-07,Ontario,"Total, all persons",Excellent or very good perceived mental health,Number,5702.0
6755,2021-07,Ontario,"Total, all persons",Excellent or very good perceived mental health,Number,6247.0
6756,2021-07,Ontario,"Total, all persons",Good perceived mental health,Percent,31.1
6757,2021-07,Ontario,"Total, all persons",Good perceived mental health,Percent,29.0
6758,2021-07,Ontario,"Total, all persons",Good perceived mental health,Percent,33.2
6759,2021-07,Ontario,"Total, all persons",Good perceived mental health,Number,3844.0
6760,2021-07,Ontario,"Total, all persons",Good perceived mental health,Number,3584.0
6761,2021-07,Ontario,"Total, all persons",Good perceived mental health,Number,4104.0
6762,2021-07,Ontario,"Total, all persons",Fair or poor perceived mental health,Percent,20.6
6763,2021-07,Ontario,"Total, all persons",Fair or poor perceived mental health,Percent,18.9
6764,2021-07,Ontario,"Total, all persons",Fair or poor perceived mental health,Percent,22.4
6765,2021-07,Ontario,"Total, all persons",Fair or poor perceived mental health,Number,2548.0
6766,2021-07,Ontario,"Total, all persons",Fair or poor perceived mental health,Number,2330.0
6767,2021-07,Ontario,"Total, all persons",Fair or poor perceived mental health,Number,2766.0
6768,2021-07,Ontario,Men,Excellent or very good perceived mental health,Percent,52.4
6769,2021-07,Ontario,Men,Excellent or very good perceived mental health,Percent,49.1
6770,2021-07,Ontario,Men,Excellent or very good perceived mental health,Percent,55.7
6771,2021-07,Ontario,Men,Excellent or very good perceived mental health,Number,3187.0
6772,2021-07,Ontario,Men,Excellent or very good perceived mental health,Number,2987.0
6773,2021-07,Ontario,Men,Excellent or very good perceived mental health,Number,3386.0
6774,2021-07,Ontario,Men,Good perceived mental health,Percent,29.6
6775,2021-07,Ontario,Men,Good perceived mental health,Percent,26.7
6776,2021-07,Ontario,Men,Good perceived mental health,Percent,32.7
6777,2021-07,Ontario,Men,Good perceived mental health,Number,1801.0
6778,2021-07,Ontario,Men,Good perceived mental health,Number,1616.0
6779,2021-07,Ontario,Men,Good perceived mental health,Number,1986.0
6780,2021-07,Ontario,Men,Fair or poor perceived mental health,Percent,18.0
6781,2021-07,Ontario,Men,Fair or poor perceived mental health,Percent,15.5
6782,2021-07,Ontario,Men,Fair or poor perceived mental health,Percent,20.7
6783,2021-07,Ontario,Men,Fair or poor perceived mental health,Number,1093.0
6784,2021-07,Ontario,Men,Fair or poor perceived mental health,Number,935.0
6785,2021-07,Ontario,Men,Fair or poor perceived mental health,Number,1251.0
6786,2021-07,Ontario,Women,Excellent or very good perceived mental health,Percent,44.4
6787,2021-07,Ontario,Women,Excellent or very good perceived mental health,Percent,41.3
6788,2021-07,Ontario,Women,Excellent or very good perceived mental health,Percent,47.4
6789,2021-07,Ontario,Women,Excellent or very good perceived mental health,Number,2788.0
6790,2021-07,Ontario,Women,Excellent or very good perceived mental health,Number,2596.0
6791,2021-07,Ontario,Women,Excellent or very good perceived mental health,Number,2979.0
6792,2021-07,Ontario,Women,Good perceived mental health,Percent,32.5
6793,2021-07,Ontario,Women,Good perceived mental health,Percent,29.7
6794,2021-07,Ontario,Women,Good perceived mental health,Percent,35.4
6795,2021-07,Ontario,Women,Good perceived mental health,Number,2043.0
6796,2021-07,Ontario,Women,Good perceived mental health,Number,1865.0
6797,2021-07,Ontario,Women,Good perceived mental health,Number,2220.0
6798,2021-07,Ontario,Women,Fair or poor perceived mental health,Percent,23.1
6799,2021-07,Ontario,Women,Fair or poor perceived mental health,Percent,20.7
6800,2021-07,Ontario,Women,Fair or poor perceived mental health,Percent,25.7
6801,2021-07,Ontario,Women,Fair or poor perceived mental health,Number,1455.0
6802,2021-07,Ontario,Women,Fair or poor perceived mental health,Number,1296.0
6803,2021-07,Ontario,Women,Fair or poor perceived mental health,Number,1613.0
6804,2021-07,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Percent,48.2
6805,2021-07,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Percent,43.0
6806,2021-07,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Percent,53.4
6807,2021-07,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Number,508.0
6808,2021-07,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Number,453.0
6809,2021-07,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Number,563.0
6810,2021-07,Manitoba,"Total, all persons",Good perceived mental health,Percent,35.1
6811,2021-07,Manitoba,"Total, all persons",Good perceived mental health,Percent,30.5
6812,2021-07,Manitoba,"Total, all persons",Good perceived mental health,Percent,39.9
6813,2021-07,Manitoba,"Total, all persons",Good perceived mental health,Number,370.0
6814,2021-07,Manitoba,"Total, all persons",Good perceived mental health,Number,320.0
6815,2021-07,Manitoba,"Total, all persons",Good perceived mental health,Number,420.0
6816,2021-07,Manitoba,"Total, all persons",Fair or poor perceived mental health,Percent,16.8
6817,2021-07,Manitoba,"Total, all persons",Fair or poor perceived mental health,Percent,13.2
6818,2021-07,Manitoba,"Total, all persons",Fair or poor perceived mental health,Percent,21.1
6819,2021-07,Manitoba,"Total, all persons",Fair or poor perceived mental health,Number,177.0
6820,2021-07,Manitoba,"Total, all persons",Fair or poor perceived mental health,Number,135.0
6821,2021-07,Manitoba,"Total, all persons",Fair or poor perceived mental health,Number,219.0
6822,2021-07,Manitoba,Men,Excellent or very good perceived mental health,Percent,53.5
6823,2021-07,Manitoba,Men,Excellent or very good perceived mental health,Percent,45.9
6824,2021-07,Manitoba,Men,Excellent or very good perceived mental health,Percent,60.9
6825,2021-07,Manitoba,Men,Excellent or very good perceived mental health,Number,277.0
6826,2021-07,Manitoba,Men,Excellent or very good perceived mental health,Number,238.0
6827,2021-07,Manitoba,Men,Excellent or very good perceived mental health,Number,317.0
6828,2021-07,Manitoba,Men,Good perceived mental health,Percent,29.6
6829,2021-07,Manitoba,Men,Good perceived mental health,Percent,23.7
6830,2021-07,Manitoba,Men,Good perceived mental health,Percent,36.3
6831,2021-07,Manitoba,Men,Good perceived mental health,Number,154.0
6832,2021-07,Manitoba,Men,Good perceived mental health,Number,120.0
6833,2021-07,Manitoba,Men,Good perceived mental health,Number,187.0
6834,2021-07,Manitoba,Men,Fair or poor perceived mental health,Percent,16.9
6835,2021-07,Manitoba,Men,Fair or poor perceived mental health,Percent,11.6
6836,2021-07,Manitoba,Men,Fair or poor perceived mental health,Percent,24.1
6837,2021-07,Manitoba,Men,Fair or poor perceived mental health,Number,
6838,2021-07,Manitoba,Men,Fair or poor perceived mental health,Number,
6839,2021-07,Manitoba,Men,Fair or poor perceived mental health,Number,
6840,2021-07,Manitoba,Women,Excellent or very good perceived mental health,Percent,43.0
6841,2021-07,Manitoba,Women,Excellent or very good perceived mental health,Percent,36.1
6842,2021-07,Manitoba,Women,Excellent or very good perceived mental health,Percent,50.3
6843,2021-07,Manitoba,Women,Excellent or very good perceived mental health,Number,231.0
6844,2021-07,Manitoba,Women,Excellent or very good perceived mental health,Number,192.0
6845,2021-07,Manitoba,Women,Excellent or very good perceived mental health,Number,269.0
6846,2021-07,Manitoba,Women,Good perceived mental health,Percent,40.4
6847,2021-07,Manitoba,Women,Good perceived mental health,Percent,33.6
6848,2021-07,Manitoba,Women,Good perceived mental health,Percent,47.6
6849,2021-07,Manitoba,Women,Good perceived mental health,Number,217.0
6850,2021-07,Manitoba,Women,Good perceived mental health,Number,178.0
6851,2021-07,Manitoba,Women,Good perceived mental health,Number,255.0
6852,2021-07,Manitoba,Women,Fair or poor perceived mental health,Percent,16.6
6853,2021-07,Manitoba,Women,Fair or poor perceived mental health,Percent,12.1
6854,2021-07,Manitoba,Women,Fair or poor perceived mental health,Percent,22.3
6855,2021-07,Manitoba,Women,Fair or poor perceived mental health,Number,
6856,2021-07,Manitoba,Women,Fair or poor perceived mental health,Number,
6857,2021-07,Manitoba,Women,Fair or poor perceived mental health,Number,
6858,2021-07,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Percent,48.6
6859,2021-07,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Percent,43.1
6860,2021-07,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Percent,54.1
6861,2021-07,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Number,433.0
6862,2021-07,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Number,384.0
6863,2021-07,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Number,482.0
6864,2021-07,Saskatchewan,"Total, all persons",Good perceived mental health,Percent,35.0
6865,2021-07,Saskatchewan,"Total, all persons",Good perceived mental health,Percent,30.0
6866,2021-07,Saskatchewan,"Total, all persons",Good perceived mental health,Percent,40.3
6867,2021-07,Saskatchewan,"Total, all persons",Good perceived mental health,Number,312.0
6868,2021-07,Saskatchewan,"Total, all persons",Good perceived mental health,Number,266.0
6869,2021-07,Saskatchewan,"Total, all persons",Good perceived mental health,Number,357.0
6870,2021-07,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Percent,16.4
6871,2021-07,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Percent,13.0
6872,2021-07,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Percent,20.5
6873,2021-07,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Number,146.0
6874,2021-07,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Number,113.0
6875,2021-07,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Number,180.0
6876,2021-07,Saskatchewan,Men,Excellent or very good perceived mental health,Percent,50.5
6877,2021-07,Saskatchewan,Men,Excellent or very good perceived mental health,Percent,43.2
6878,2021-07,Saskatchewan,Men,Excellent or very good perceived mental health,Percent,57.8
6879,2021-07,Saskatchewan,Men,Excellent or very good perceived mental health,Number,228.0
6880,2021-07,Saskatchewan,Men,Excellent or very good perceived mental health,Number,195.0
6881,2021-07,Saskatchewan,Men,Excellent or very good perceived mental health,Number,260.0
6882,2021-07,Saskatchewan,Men,Good perceived mental health,Percent,35.4
6883,2021-07,Saskatchewan,Men,Good perceived mental health,Percent,28.7
6884,2021-07,Saskatchewan,Men,Good perceived mental health,Percent,42.7
6885,2021-07,Saskatchewan,Men,Good perceived mental health,Number,159.0
6886,2021-07,Saskatchewan,Men,Good perceived mental health,Number,127.0
6887,2021-07,Saskatchewan,Men,Good perceived mental health,Number,192.0
6888,2021-07,Saskatchewan,Men,Fair or poor perceived mental health,Percent,14.1
6889,2021-07,Saskatchewan,Men,Fair or poor perceived mental health,Percent,9.7
6890,2021-07,Saskatchewan,Men,Fair or poor perceived mental health,Percent,19.9
6891,2021-07,Saskatchewan,Men,Fair or poor perceived mental health,Number,
6892,2021-07,Saskatchewan,Men,Fair or poor perceived mental health,Number,
6893,2021-07,Saskatchewan,Men,Fair or poor perceived mental health,Number,
6894,2021-07,Saskatchewan,Women,Excellent or very good perceived mental health,Percent,46.6
6895,2021-07,Saskatchewan,Women,Excellent or very good perceived mental health,Percent,38.6
6896,2021-07,Saskatchewan,Women,Excellent or very good perceived mental health,Percent,54.8
6897,2021-07,Saskatchewan,Women,Excellent or very good perceived mental health,Number,205.0
6898,2021-07,Saskatchewan,Women,Excellent or very good perceived mental health,Number,169.0
6899,2021-07,Saskatchewan,Women,Excellent or very good perceived mental health,Number,242.0
6900,2021-07,Saskatchewan,Women,Good perceived mental health,Percent,34.6
6901,2021-07,Saskatchewan,Women,Good perceived mental health,Percent,27.4
6902,2021-07,Saskatchewan,Women,Good perceived mental health,Percent,42.5
6903,2021-07,Saskatchewan,Women,Good perceived mental health,Number,152.0
6904,2021-07,Saskatchewan,Women,Good perceived mental health,Number,119.0
6905,2021-07,Saskatchewan,Women,Good perceived mental health,Number,186.0
6906,2021-07,Saskatchewan,Women,Fair or poor perceived mental health,Percent,18.9
6907,2021-07,Saskatchewan,Women,Fair or poor perceived mental health,Percent,13.7
6908,2021-07,Saskatchewan,Women,Fair or poor perceived mental health,Percent,25.4
6909,2021-07,Saskatchewan,Women,Fair or poor perceived mental health,Number,
6910,2021-07,Saskatchewan,Women,Fair or poor perceived mental health,Number,
6911,2021-07,Saskatchewan,Women,Fair or poor perceived mental health,Number,
6912,2021-07,Alberta,"Total, all persons",Excellent or very good perceived mental health,Percent,49.0
6913,2021-07,Alberta,"Total, all persons",Excellent or very good perceived mental health,Percent,45.0
6914,2021-07,Alberta,"Total, all persons",Excellent or very good perceived mental health,Percent,53.1
6915,2021-07,Alberta,"Total, all persons",Excellent or very good perceived mental health,Number,1741.0
6916,2021-07,Alberta,"Total, all persons",Excellent or very good perceived mental health,Number,1596.0
6917,2021-07,Alberta,"Total, all persons",Excellent or very good perceived mental health,Number,1886.0
6918,2021-07,Alberta,"Total, all persons",Good perceived mental health,Percent,33.6
6919,2021-07,Alberta,"Total, all persons",Good perceived mental health,Percent,29.6
6920,2021-07,Alberta,"Total, all persons",Good perceived mental health,Percent,37.9
6921,2021-07,Alberta,"Total, all persons",Good perceived mental health,Number,1193.0
6922,2021-07,Alberta,"Total, all persons",Good perceived mental health,Number,1045.0
6923,2021-07,Alberta,"Total, all persons",Good perceived mental health,Number,1341.0
6924,2021-07,Alberta,"Total, all persons",Fair or poor perceived mental health,Percent,17.4
6925,2021-07,Alberta,"Total, all persons",Fair or poor perceived mental health,Percent,14.4
6926,2021-07,Alberta,"Total, all persons",Fair or poor perceived mental health,Percent,20.8
6927,2021-07,Alberta,"Total, all persons",Fair or poor perceived mental health,Number,618.0
6928,2021-07,Alberta,"Total, all persons",Fair or poor perceived mental health,Number,505.0
6929,2021-07,Alberta,"Total, all persons",Fair or poor perceived mental health,Number,731.0
6930,2021-07,Alberta,Men,Excellent or very good perceived mental health,Percent,51.8
6931,2021-07,Alberta,Men,Excellent or very good perceived mental health,Percent,46.0
6932,2021-07,Alberta,Men,Excellent or very good perceived mental health,Percent,57.6
6933,2021-07,Alberta,Men,Excellent or very good perceived mental health,Number,923.0
6934,2021-07,Alberta,Men,Excellent or very good perceived mental health,Number,820.0
6935,2021-07,Alberta,Men,Excellent or very good perceived mental health,Number,1026.0
6936,2021-07,Alberta,Men,Good perceived mental health,Percent,31.4
6937,2021-07,Alberta,Men,Good perceived mental health,Percent,25.9
6938,2021-07,Alberta,Men,Good perceived mental health,Percent,37.5
6939,2021-07,Alberta,Men,Good perceived mental health,Number,560.0
6940,2021-07,Alberta,Men,Good perceived mental health,Number,457.0
6941,2021-07,Alberta,Men,Good perceived mental health,Number,662.0
6942,2021-07,Alberta,Men,Fair or poor perceived mental health,Percent,16.7
6943,2021-07,Alberta,Men,Fair or poor perceived mental health,Percent,12.4
6944,2021-07,Alberta,Men,Fair or poor perceived mental health,Percent,22.2
6945,2021-07,Alberta,Men,Fair or poor perceived mental health,Number,298.0
6946,2021-07,Alberta,Men,Fair or poor perceived mental health,Number,210.0
6947,2021-07,Alberta,Men,Fair or poor perceived mental health,Number,387.0
6948,2021-07,Alberta,Women,Excellent or very good perceived mental health,Percent,46.2
6949,2021-07,Alberta,Women,Excellent or very good perceived mental health,Percent,40.5
6950,2021-07,Alberta,Women,Excellent or very good perceived mental health,Percent,52.0
6951,2021-07,Alberta,Women,Excellent or very good perceived mental health,Number,819.0
6952,2021-07,Alberta,Women,Excellent or very good perceived mental health,Number,718.0
6953,2021-07,Alberta,Women,Excellent or very good perceived mental health,Number,920.0
6954,2021-07,Alberta,Women,Good perceived mental health,Percent,35.7
6955,2021-07,Alberta,Women,Good perceived mental health,Percent,30.2
6956,2021-07,Alberta,Women,Good perceived mental health,Percent,41.7
6957,2021-07,Alberta,Women,Good perceived mental health,Number,634.0
6958,2021-07,Alberta,Women,Good perceived mental health,Number,529.0
6959,2021-07,Alberta,Women,Good perceived mental health,Number,738.0
6960,2021-07,Alberta,Women,Fair or poor perceived mental health,Percent,18.1
6961,2021-07,Alberta,Women,Fair or poor perceived mental health,Percent,14.2
6962,2021-07,Alberta,Women,Fair or poor perceived mental health,Percent,22.7
6963,2021-07,Alberta,Women,Fair or poor perceived mental health,Number,320.0
6964,2021-07,Alberta,Women,Fair or poor perceived mental health,Number,243.0
6965,2021-07,Alberta,Women,Fair or poor perceived mental health,Number,397.0
6966,2021-07,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Percent,49.7
6967,2021-07,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Percent,46.0
6968,2021-07,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Percent,53.3
6969,2021-07,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Number,2166.0
6970,2021-07,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Number,2007.0
6971,2021-07,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Number,2325.0
6972,2021-07,British Columbia,"Total, all persons",Good perceived mental health,Percent,32.4
6973,2021-07,British Columbia,"Total, all persons",Good perceived mental health,Percent,29.1
6974,2021-07,British Columbia,"Total, all persons",Good perceived mental health,Percent,35.9
6975,2021-07,British Columbia,"Total, all persons",Good perceived mental health,Number,1414.0
6976,2021-07,British Columbia,"Total, all persons",Good perceived mental health,Number,1266.0
6977,2021-07,British Columbia,"Total, all persons",Good perceived mental health,Number,1562.0
6978,2021-07,British Columbia,"Total, all persons",Fair or poor perceived mental health,Percent,17.9
6979,2021-07,British Columbia,"Total, all persons",Fair or poor perceived mental health,Percent,15.2
6980,2021-07,British Columbia,"Total, all persons",Fair or poor perceived mental health,Percent,20.9
6981,2021-07,British Columbia,"Total, all persons",Fair or poor perceived mental health,Number,781.0
6982,2021-07,British Columbia,"Total, all persons",Fair or poor perceived mental health,Number,656.0
6983,2021-07,British Columbia,"Total, all persons",Fair or poor perceived mental health,Number,905.0
6984,2021-07,British Columbia,Men,Excellent or very good perceived mental health,Percent,54.3
6985,2021-07,British Columbia,Men,Excellent or very good perceived mental health,Percent,49.3
6986,2021-07,British Columbia,Men,Excellent or very good perceived mental health,Percent,59.3
6987,2021-07,British Columbia,Men,Excellent or very good perceived mental health,Number,1160.0
6988,2021-07,British Columbia,Men,Excellent or very good perceived mental health,Number,1052.0
6989,2021-07,British Columbia,Men,Excellent or very good perceived mental health,Number,1268.0
6990,2021-07,British Columbia,Men,Good perceived mental health,Percent,29.3
6991,2021-07,British Columbia,Men,Good perceived mental health,Percent,25.0
6992,2021-07,British Columbia,Men,Good perceived mental health,Percent,34.2
6993,2021-07,British Columbia,Men,Good perceived mental health,Number,626.0
6994,2021-07,British Columbia,Men,Good perceived mental health,Number,528.0
6995,2021-07,British Columbia,Men,Good perceived mental health,Number,725.0
6996,2021-07,British Columbia,Men,Fair or poor perceived mental health,Percent,16.3
6997,2021-07,British Columbia,Men,Fair or poor perceived mental health,Percent,12.9
6998,2021-07,British Columbia,Men,Fair or poor perceived mental health,Percent,20.4
6999,2021-07,British Columbia,Men,Fair or poor perceived mental health,Number,348.0
7000,2021-07,British Columbia,Men,Fair or poor perceived mental health,Number,268.0
7001,2021-07,British Columbia,Men,Fair or poor perceived mental health,Number,429.0
7002,2021-07,British Columbia,Women,Excellent or very good perceived mental health,Percent,45.2
7003,2021-07,British Columbia,Women,Excellent or very good perceived mental health,Percent,40.2
7004,2021-07,British Columbia,Women,Excellent or very good perceived mental health,Percent,50.2
7005,2021-07,British Columbia,Women,Excellent or very good perceived mental health,Number,1006.0
7006,2021-07,British Columbia,Women,Excellent or very good perceived mental health,Number,895.0
7007,2021-07,British Columbia,Women,Excellent or very good perceived mental health,Number,1118.0
7008,2021-07,British Columbia,Women,Good perceived mental health,Percent,35.4
7009,2021-07,British Columbia,Women,Good perceived mental health,Percent,30.6
7010,2021-07,British Columbia,Women,Good perceived mental health,Percent,40.4
7011,2021-07,British Columbia,Women,Good perceived mental health,Number,787.0
7012,2021-07,British Columbia,Women,Good perceived mental health,Number,678.0
7013,2021-07,British Columbia,Women,Good perceived mental health,Number,896.0
7014,2021-07,British Columbia,Women,Fair or poor perceived mental health,Percent,19.4
7015,2021-07,British Columbia,Women,Fair or poor perceived mental health,Percent,15.5
7016,2021-07,British Columbia,Women,Fair or poor perceived mental health,Percent,24.0
7017,2021-07,British Columbia,Women,Fair or poor perceived mental health,Number,433.0
7018,2021-07,British Columbia,Women,Fair or poor perceived mental health,Number,338.0
7019,2021-07,British Columbia,Women,Fair or poor perceived mental health,Number,528.0
7020,2021-10,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Percent,52.5
7021,2021-10,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Percent,47.1
7022,2021-10,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Percent,57.9
7023,2021-10,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Number,234.0
7024,2021-10,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Number,210.0
