Geography,Population,Labour_Metric,Sex,Year,Indicator,Value
British Columbia,Total population,Labour force 6,Females,2022,Persons,"1,383.10"
British Columbia,Total population,Employment 7,Both sexes,2022,Persons,"2,743.50"
British Columbia,Total population,Employment 7,Males,2022,Persons,"1,421.50"
British Columbia,Total population,Employment 7,Females,2022,Persons,"1,321.90"
British Columbia,Total population,Unemployment 8,Both sexes,2022,Persons,133.9
British Columbia,Total population,Unemployment 8,Males,2022,Persons,72.8
British Columbia,Total population,Unemployment 8,Females,2022,Persons,61.1
British Columbia,Total population,Not in labour force 9,Both sexes,2022,Persons,"1,548.60"
British Columbia,Total population,Not in labour force 9,Males,2022,Persons,675.2
British Columbia,Total population,Not in labour force 9,Females,2022,Persons,873.4
British Columbia,Total population,Population 5,Both sexes,2023,Persons,"4,517.20"
British Columbia,Total population,Population 5,Males,2023,Persons,"2,214.70"
British Columbia,Total population,Population 5,Females,2023,Persons,"2,302.50"
British Columbia,Total population,Labour force 6,Both sexes,2023,Persons,"2,932.80"
British Columbia,Total population,Labour force 6,Males,2023,Persons,"1,520.60"
British Columbia,Total population,Labour force 6,Females,2023,Persons,"1,412.20"
British Columbia,Total population,Employment 7,Both sexes,2023,Persons,"2,779.20"
British Columbia,Total population,Employment 7,Males,2023,Persons,"1,441.70"
British Columbia,Total population,Employment 7,Females,2023,Persons,"1,337.50"
British Columbia,Total population,Unemployment 8,Both sexes,2023,Persons,153.5
British Columbia,Total population,Unemployment 8,Males,2023,Persons,78.8
British Columbia,Total population,Unemployment 8,Females,2023,Persons,74.7
British Columbia,Total population,Not in labour force 9,Both sexes,2023,Persons,"1,584.40"
British Columbia,Total population,Not in labour force 9,Males,2023,Persons,694.1
British Columbia,Total population,Not in labour force 9,Females,2023,Persons,890.3
British Columbia,Total population,Population 5,Both sexes,2024,Persons,"4,667.00"
British Columbia,Total population,Population 5,Males,2024,Persons,"2,291.00"
British Columbia,Total population,Population 5,Females,2024,Persons,"2,375.90"
British Columbia,Total population,Labour force 6,Both sexes,2024,Persons,"3,002.90"
British Columbia,Total population,Labour force 6,Males,2024,Persons,"1,570.10"
British Columbia,Total population,Labour force 6,Females,2024,Persons,"1,432.80"
British Columbia,Total population,Employment 7,Both sexes,2024,Persons,"2,835.30"
British Columbia,Total population,Employment 7,Males,2024,Persons,"1,483.30"
British Columbia,Total population,Employment 7,Females,2024,Persons,"1,352.10"
British Columbia,Total population,Unemployment 8,Both sexes,2024,Persons,167.6
British Columbia,Total population,Unemployment 8,Males,2024,Persons,86.8
British Columbia,Total population,Unemployment 8,Females,2024,Persons,80.7
British Columbia,Total population,Not in labour force 9,Both sexes,2024,Persons,"1,664.00"
British Columbia,Total population,Not in labour force 9,Males,2024,Persons,720.9
British Columbia,Total population,Not in labour force 9,Females,2024,Persons,943.1
British Columbia,Total population,Unemployment rate 10,Both sexes,2020,Percentage,9.2
British Columbia,Total population,Unemployment rate 10,Males,2020,Percentage,9.2
British Columbia,Total population,Unemployment rate 10,Females,2020,Percentage,9.1
British Columbia,Total population,Participation rate 11,Both sexes,2020,Percentage,64.1
British Columbia,Total population,Participation rate 11,Males,2020,Percentage,68.6
British Columbia,Total population,Participation rate 11,Females,2020,Percentage,59.8
British Columbia,Total population,Employment rate 12,Both sexes,2020,Percentage,58.2
British Columbia,Total population,Employment rate 12,Males,2020,Percentage,62.2
British Columbia,Total population,Employment rate 12,Females,2020,Percentage,54.4
British Columbia,Total population,Unemployment rate 10,Both sexes,2021,Percentage,6.7
British Columbia,Total population,Unemployment rate 10,Males,2021,Percentage,6.7
British Columbia,Total population,Unemployment rate 10,Females,2021,Percentage,6.6
British Columbia,Total population,Participation rate 11,Both sexes,2021,Percentage,65.5
British Columbia,Total population,Participation rate 11,Males,2021,Percentage,70.1
British Columbia,Total population,Participation rate 11,Females,2021,Percentage,61.1
British Columbia,Total population,Employment rate 12,Both sexes,2021,Percentage,61.1
British Columbia,Total population,Employment rate 12,Males,2021,Percentage,65.4
British Columbia,Total population,Employment rate 12,Females,2021,Percentage,57
British Columbia,Total population,Unemployment rate 10,Both sexes,2022,Percentage,4.7
British Columbia,Total population,Unemployment rate 10,Males,2022,Percentage,4.9
British Columbia,Total population,Unemployment rate 10,Females,2022,Percentage,4.4
British Columbia,Total population,Participation rate 11,Both sexes,2022,Percentage,65
British Columbia,Total population,Participation rate 11,Males,2022,Percentage,68.9
British Columbia,Total population,Participation rate 11,Females,2022,Percentage,61.3
British Columbia,Total population,Employment rate 12,Both sexes,2022,Percentage,62
British Columbia,Total population,Employment rate 12,Males,2022,Percentage,65.5
British Columbia,Total population,Employment rate 12,Females,2022,Percentage,58.6
British Columbia,Total population,Unemployment rate 10,Both sexes,2023,Percentage,5.2
British Columbia,Total population,Unemployment rate 10,Males,2023,Percentage,5.2
British Columbia,Total population,Unemployment rate 10,Females,2023,Percentage,5.3
British Columbia,Total population,Participation rate 11,Both sexes,2023,Percentage,64.9
British Columbia,Total population,Participation rate 11,Males,2023,Percentage,68.7
British Columbia,Total population,Participation rate 11,Females,2023,Percentage,61.3
British Columbia,Total population,Employment rate 12,Both sexes,2023,Percentage,61.5
British Columbia,Total population,Employment rate 12,Males,2023,Percentage,65.1
British Columbia,Total population,Employment rate 12,Females,2023,Percentage,58.1
British Columbia,Total population,Unemployment rate 10,Both sexes,2024,Percentage,5.6
British Columbia,Total population,Unemployment rate 10,Males,2024,Percentage,5.5
British Columbia,Total population,Unemployment rate 10,Females,2024,Percentage,5.6
British Columbia,Total population,Participation rate 11,Both sexes,2024,Percentage,64.3
British Columbia,Total population,Participation rate 11,Males,2024,Percentage,68.5
British Columbia,Total population,Participation rate 11,Females,2024,Percentage,60.3
British Columbia,Total population,Employment rate 12,Both sexes,2024,Percentage,60.8
British Columbia,Total population,Employment rate 12,Males,2024,Percentage,64.7
British Columbia,Total population,Employment rate 12,Females,2024,Percentage,56.9
British Columbia,Indigenous population,Population 5,Both sexes,2020,Persons,198.8
British Columbia,Indigenous population,Population 5,Males,2020,Persons,94.7
British Columbia,Indigenous population,Population 5,Females,2020,Persons,104.1
British Columbia,Indigenous population,Labour force 6,Both sexes,2020,Persons,125.5
British Columbia,Indigenous population,Labour force 6,Males,2020,Persons,63.2
British Columbia,Indigenous population,Labour force 6,Females,2020,Persons,62.3
British Columbia,Indigenous population,Employment 7,Both sexes,2020,Persons,108.1
British Columbia,Indigenous population,Employment 7,Males,2020,Persons,53
British Columbia,Indigenous population,Employment 7,Females,2020,Persons,55.1
British Columbia,Indigenous population,Unemployment 8,Both sexes,2020,Persons,17.4
British Columbia,Indigenous population,Unemployment 8,Males,2020,Persons,10.2
British Columbia,Indigenous population,Unemployment 8,Females,2020,Persons,7.3
British Columbia,Indigenous population,Not in labour force 9,Both sexes,2020,Persons,73.3
British Columbia,Indigenous population,Not in labour force 9,Males,2020,Persons,31.6
British Columbia,Indigenous population,Not in labour force 9,Females,2020,Persons,41.7
British Columbia,Indigenous population,Population 5,Both sexes,2021,Persons,204.1
British Columbia,Indigenous population,Population 5,Males,2021,Persons,97.7
British Columbia,Indigenous population,Population 5,Females,2021,Persons,106.4
British Columbia,Indigenous population,Labour force 6,Both sexes,2021,Persons,136.5
British Columbia,Indigenous population,Labour force 6,Males,2021,Persons,69.4
British Columbia,Indigenous population,Labour force 6,Females,2021,Persons,67.1
British Columbia,Indigenous population,Employment 7,Both sexes,2021,Persons,120.6
British Columbia,Indigenous population,Employment 7,Males,2021,Persons,60.2
British Columbia,Indigenous population,Employment 7,Females,2021,Persons,60.4
British Columbia,Indigenous population,Unemployment 8,Both sexes,2021,Persons,15.9
British Columbia,Indigenous population,Unemployment 8,Males,2021,Persons,9.2
British Columbia,Indigenous population,Unemployment 8,Females,2021,Persons,6.7
British Columbia,Indigenous population,Not in labour force 9,Both sexes,2021,Persons,67.6
British Columbia,Indigenous population,Not in labour force 9,Males,2021,Persons,28.4
British Columbia,Indigenous population,Not in labour force 9,Females,2021,Persons,39.3
British Columbia,Indigenous population,Population 5,Both sexes,2022,Persons,209.3
British Columbia,Indigenous population,Population 5,Males,2022,Persons,100.9
British Columbia,Indigenous population,Population 5,Females,2022,Persons,108.4
British Columbia,Indigenous population,Labour force 6,Both sexes,2022,Persons,146
British Columbia,Indigenous population,Labour force 6,Males,2022,Persons,74.1
British Columbia,Indigenous population,Labour force 6,Females,2022,Persons,71.9
British Columbia,Indigenous population,Employment 7,Both sexes,2022,Persons,136.8
British Columbia,Indigenous population,Employment 7,Males,2022,Persons,68.5
British Columbia,Indigenous population,Employment 7,Females,2022,Persons,68.3
British Columbia,Indigenous population,Unemployment 8,Both sexes,2022,Persons,9.2
British Columbia,Indigenous population,Unemployment 8,Males,2022,Persons,5.6
British Columbia,Indigenous population,Unemployment 8,Females,2022,Persons,3.6
British Columbia,Indigenous population,Not in labour force 9,Both sexes,2022,Persons,63.3
British Columbia,Indigenous population,Not in labour force 9,Males,2022,Persons,26.8
British Columbia,Indigenous population,Not in labour force 9,Females,2022,Persons,36.5
British Columbia,Indigenous population,Population 5,Both sexes,2023,Persons,217.4
British Columbia,Indigenous population,Population 5,Males,2023,Persons,105.3
British Columbia,Indigenous population,Population 5,Females,2023,Persons,112.2
British Columbia,Indigenous population,Labour force 6,Both sexes,2023,Persons,134.9
British Columbia,Indigenous population,Labour force 6,Males,2023,Persons,66.5
British Columbia,Indigenous population,Labour force 6,Females,2023,Persons,68.3
British Columbia,Indigenous population,Employment 7,Both sexes,2023,Persons,124
British Columbia,Indigenous population,Employment 7,Males,2023,Persons,61.4
British Columbia,Indigenous population,Employment 7,Females,2023,Persons,62.6
British Columbia,Indigenous population,Unemployment 8,Both sexes,2023,Persons,10.9
British Columbia,Indigenous population,Unemployment 8,Males,2023,Persons,5.2
British Columbia,Indigenous population,Unemployment 8,Females,2023,Persons,5.7
British Columbia,Indigenous population,Not in labour force 9,Both sexes,2023,Persons,82.5
British Columbia,Indigenous population,Not in labour force 9,Males,2023,Persons,38.7
British Columbia,Indigenous population,Not in labour force 9,Females,2023,Persons,43.8
British Columbia,Indigenous population,Population 5,Both sexes,2024,Persons,225
British Columbia,Indigenous population,Population 5,Males,2024,Persons,109.1
British Columbia,Indigenous population,Population 5,Females,2024,Persons,115.9
British Columbia,Indigenous population,Labour force 6,Both sexes,2024,Persons,142.1
British Columbia,Indigenous population,Labour force 6,Males,2024,Persons,70.4
British Columbia,Indigenous population,Labour force 6,Females,2024,Persons,71.7
British Columbia,Indigenous population,Employment 7,Both sexes,2024,Persons,127.6
British Columbia,Indigenous population,Employment 7,Males,2024,Persons,62.5
British Columbia,Indigenous population,Employment 7,Females,2024,Persons,65.1
British Columbia,Indigenous population,Unemployment 8,Both sexes,2024,Persons,14.5
British Columbia,Indigenous population,Unemployment 8,Males,2024,Persons,7.9
British Columbia,Indigenous population,Unemployment 8,Females,2024,Persons,6.6
British Columbia,Indigenous population,Not in labour force 9,Both sexes,2024,Persons,82.9
British Columbia,Indigenous population,Not in labour force 9,Males,2024,Persons,38.7
British Columbia,Indigenous population,Not in labour force 9,Females,2024,Persons,44.2
British Columbia,Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,13.9
British Columbia,Indigenous population,Unemployment rate 10,Males,2020,Percentage,16.1
British Columbia,Indigenous population,Unemployment rate 10,Females,2020,Percentage,11.7
British Columbia,Indigenous population,Participation rate 11,Both sexes,2020,Percentage,63.1
British Columbia,Indigenous population,Participation rate 11,Males,2020,Percentage,66.7
British Columbia,Indigenous population,Participation rate 11,Females,2020,Percentage,59.9
British Columbia,Indigenous population,Employment rate 12,Both sexes,2020,Percentage,54.3
British Columbia,Indigenous population,Employment rate 12,Males,2020,Percentage,55.9
British Columbia,Indigenous population,Employment rate 12,Females,2020,Percentage,52.9
British Columbia,Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,11.6
British Columbia,Indigenous population,Unemployment rate 10,Males,2021,Percentage,13.2
British Columbia,Indigenous population,Unemployment rate 10,Females,2021,Percentage,10
British Columbia,Indigenous population,Participation rate 11,Both sexes,2021,Percentage,66.9
British Columbia,Indigenous population,Participation rate 11,Males,2021,Percentage,71
British Columbia,Indigenous population,Participation rate 11,Females,2021,Percentage,63.1
British Columbia,Indigenous population,Employment rate 12,Both sexes,2021,Percentage,59.1
British Columbia,Indigenous population,Employment rate 12,Males,2021,Percentage,61.6
British Columbia,Indigenous population,Employment rate 12,Females,2021,Percentage,56.8
