Geography,Population,Labour_Metric,Sex,Year,Indicator,Value
Manitoba,Total population,Not in labour force 9,Females,2020,Persons,210.1
Manitoba,Total population,Population 5,Both sexes,2021,Persons,"1,051.60"
Manitoba,Total population,Population 5,Males,2021,Persons,520.7
Manitoba,Total population,Population 5,Females,2021,Persons,530.9
Manitoba,Total population,Labour force 6,Both sexes,2021,Persons,697.3
Manitoba,Total population,Labour force 6,Males,2021,Persons,370.4
Manitoba,Total population,Labour force 6,Females,2021,Persons,326.9
Manitoba,Total population,Employment 7,Both sexes,2021,Persons,650.4
Manitoba,Total population,Employment 7,Males,2021,Persons,345.9
Manitoba,Total population,Employment 7,Females,2021,Persons,304.5
Manitoba,Total population,Unemployment 8,Both sexes,2021,Persons,46.9
Manitoba,Total population,Unemployment 8,Males,2021,Persons,24.5
Manitoba,Total population,Unemployment 8,Females,2021,Persons,22.4
Manitoba,Total population,Not in labour force 9,Both sexes,2021,Persons,354.3
Manitoba,Total population,Not in labour force 9,Males,2021,Persons,150.3
Manitoba,Total population,Not in labour force 9,Females,2021,Persons,204
Manitoba,Total population,Population 5,Both sexes,2022,Persons,"1,063.70"
Manitoba,Total population,Population 5,Males,2022,Persons,527.1
Manitoba,Total population,Population 5,Females,2022,Persons,536.6
Manitoba,Total population,Labour force 6,Both sexes,2022,Persons,704.3
Manitoba,Total population,Labour force 6,Males,2022,Persons,370.8
Manitoba,Total population,Labour force 6,Females,2022,Persons,333.5
Manitoba,Total population,Employment 7,Both sexes,2022,Persons,670.6
Manitoba,Total population,Employment 7,Males,2022,Persons,352.9
Manitoba,Total population,Employment 7,Females,2022,Persons,317.6
Manitoba,Total population,Unemployment 8,Both sexes,2022,Persons,33.8
Manitoba,Total population,Unemployment 8,Males,2022,Persons,17.9
Manitoba,Total population,Unemployment 8,Females,2022,Persons,15.9
Manitoba,Total population,Not in labour force 9,Both sexes,2022,Persons,359.4
Manitoba,Total population,Not in labour force 9,Males,2022,Persons,156.3
Manitoba,Total population,Not in labour force 9,Females,2022,Persons,203.1
Manitoba,Total population,Population 5,Both sexes,2023,Persons,"1,088.40"
Manitoba,Total population,Population 5,Males,2023,Persons,540.6
Manitoba,Total population,Population 5,Females,2023,Persons,547.9
Manitoba,Total population,Labour force 6,Both sexes,2023,Persons,725.2
Manitoba,Total population,Labour force 6,Males,2023,Persons,383.7
Manitoba,Total population,Labour force 6,Females,2023,Persons,341.5
Manitoba,Total population,Employment 7,Both sexes,2023,Persons,688.9
Manitoba,Total population,Employment 7,Males,2023,Persons,364
Manitoba,Total population,Employment 7,Females,2023,Persons,324.9
Manitoba,Total population,Unemployment 8,Both sexes,2023,Persons,36.3
Manitoba,Total population,Unemployment 8,Males,2023,Persons,19.6
Manitoba,Total population,Unemployment 8,Females,2023,Persons,16.7
Manitoba,Total population,Not in labour force 9,Both sexes,2023,Persons,363.2
Manitoba,Total population,Not in labour force 9,Males,2023,Persons,156.9
Manitoba,Total population,Not in labour force 9,Females,2023,Persons,206.3
Manitoba,Total population,Population 5,Both sexes,2024,Persons,"1,127.40"
Manitoba,Total population,Population 5,Males,2024,Persons,562.1
Manitoba,Total population,Population 5,Females,2024,Persons,565.3
Manitoba,Total population,Labour force 6,Both sexes,2024,Persons,748.8
Manitoba,Total population,Labour force 6,Males,2024,Persons,398
Manitoba,Total population,Labour force 6,Females,2024,Persons,350.9
Manitoba,Total population,Employment 7,Both sexes,2024,Persons,707.3
Manitoba,Total population,Employment 7,Males,2024,Persons,374.1
Manitoba,Total population,Employment 7,Females,2024,Persons,333.3
Manitoba,Total population,Unemployment 8,Both sexes,2024,Persons,41.5
Manitoba,Total population,Unemployment 8,Males,2024,Persons,23.9
Manitoba,Total population,Unemployment 8,Females,2024,Persons,17.6
Manitoba,Total population,Not in labour force 9,Both sexes,2024,Persons,378.6
Manitoba,Total population,Not in labour force 9,Males,2024,Persons,164.2
Manitoba,Total population,Not in labour force 9,Females,2024,Persons,214.4
Manitoba,Total population,Unemployment rate 10,Both sexes,2020,Percentage,8.3
Manitoba,Total population,Unemployment rate 10,Males,2020,Percentage,8.6
Manitoba,Total population,Unemployment rate 10,Females,2020,Percentage,8
Manitoba,Total population,Participation rate 11,Both sexes,2020,Percentage,65.4
Manitoba,Total population,Participation rate 11,Males,2020,Percentage,70.6
Manitoba,Total population,Participation rate 11,Females,2020,Percentage,60.3
Manitoba,Total population,Employment rate 12,Both sexes,2020,Percentage,59.9
Manitoba,Total population,Employment rate 12,Males,2020,Percentage,64.5
Manitoba,Total population,Employment rate 12,Females,2020,Percentage,55.4
Manitoba,Total population,Unemployment rate 10,Both sexes,2021,Percentage,6.7
Manitoba,Total population,Unemployment rate 10,Males,2021,Percentage,6.6
Manitoba,Total population,Unemployment rate 10,Females,2021,Percentage,6.8
Manitoba,Total population,Participation rate 11,Both sexes,2021,Percentage,66.3
Manitoba,Total population,Participation rate 11,Males,2021,Percentage,71.1
Manitoba,Total population,Participation rate 11,Females,2021,Percentage,61.6
Manitoba,Total population,Employment rate 12,Both sexes,2021,Percentage,61.9
Manitoba,Total population,Employment rate 12,Males,2021,Percentage,66.4
Manitoba,Total population,Employment rate 12,Females,2021,Percentage,57.4
Manitoba,Total population,Unemployment rate 10,Both sexes,2022,Percentage,4.8
Manitoba,Total population,Unemployment rate 10,Males,2022,Percentage,4.8
Manitoba,Total population,Unemployment rate 10,Females,2022,Percentage,4.8
Manitoba,Total population,Participation rate 11,Both sexes,2022,Percentage,66.2
Manitoba,Total population,Participation rate 11,Males,2022,Percentage,70.3
Manitoba,Total population,Participation rate 11,Females,2022,Percentage,62.2
Manitoba,Total population,Employment rate 12,Both sexes,2022,Percentage,63
Manitoba,Total population,Employment rate 12,Males,2022,Percentage,67
Manitoba,Total population,Employment rate 12,Females,2022,Percentage,59.2
Manitoba,Total population,Unemployment rate 10,Both sexes,2023,Percentage,5
Manitoba,Total population,Unemployment rate 10,Males,2023,Percentage,5.1
Manitoba,Total population,Unemployment rate 10,Females,2023,Percentage,4.9
Manitoba,Total population,Participation rate 11,Both sexes,2023,Percentage,66.6
Manitoba,Total population,Participation rate 11,Males,2023,Percentage,71
Manitoba,Total population,Participation rate 11,Females,2023,Percentage,62.3
Manitoba,Total population,Employment rate 12,Both sexes,2023,Percentage,63.3
Manitoba,Total population,Employment rate 12,Males,2023,Percentage,67.3
Manitoba,Total population,Employment rate 12,Females,2023,Percentage,59.3
Manitoba,Total population,Unemployment rate 10,Both sexes,2024,Percentage,5.5
Manitoba,Total population,Unemployment rate 10,Males,2024,Percentage,6
Manitoba,Total population,Unemployment rate 10,Females,2024,Percentage,5
Manitoba,Total population,Participation rate 11,Both sexes,2024,Percentage,66.4
Manitoba,Total population,Participation rate 11,Males,2024,Percentage,70.8
Manitoba,Total population,Participation rate 11,Females,2024,Percentage,62.1
Manitoba,Total population,Employment rate 12,Both sexes,2024,Percentage,62.7
Manitoba,Total population,Employment rate 12,Males,2024,Percentage,66.5
Manitoba,Total population,Employment rate 12,Females,2024,Percentage,59
Manitoba,Indigenous population,Population 5,Both sexes,2020,Persons,136.4
Manitoba,Indigenous population,Population 5,Males,2020,Persons,65.4
Manitoba,Indigenous population,Population 5,Females,2020,Persons,71
Manitoba,Indigenous population,Labour force 6,Both sexes,2020,Persons,84.2
Manitoba,Indigenous population,Labour force 6,Males,2020,Persons,42.4
Manitoba,Indigenous population,Labour force 6,Females,2020,Persons,41.8
Manitoba,Indigenous population,Employment 7,Both sexes,2020,Persons,72.8
Manitoba,Indigenous population,Employment 7,Males,2020,Persons,35.9
Manitoba,Indigenous population,Employment 7,Females,2020,Persons,37
Manitoba,Indigenous population,Unemployment 8,Both sexes,2020,Persons,11.3
Manitoba,Indigenous population,Unemployment 8,Males,2020,Persons,6.5
Manitoba,Indigenous population,Unemployment 8,Females,2020,Persons,4.8
Manitoba,Indigenous population,Not in labour force 9,Both sexes,2020,Persons,52.2
Manitoba,Indigenous population,Not in labour force 9,Males,2020,Persons,23
Manitoba,Indigenous population,Not in labour force 9,Females,2020,Persons,29.2
Manitoba,Indigenous population,Population 5,Both sexes,2021,Persons,141.9
Manitoba,Indigenous population,Population 5,Males,2021,Persons,68.3
Manitoba,Indigenous population,Population 5,Females,2021,Persons,73.6
Manitoba,Indigenous population,Labour force 6,Both sexes,2021,Persons,91.8
Manitoba,Indigenous population,Labour force 6,Males,2021,Persons,46
Manitoba,Indigenous population,Labour force 6,Females,2021,Persons,45.8
Manitoba,Indigenous population,Employment 7,Both sexes,2021,Persons,81.4
Manitoba,Indigenous population,Employment 7,Males,2021,Persons,40.7
Manitoba,Indigenous population,Employment 7,Females,2021,Persons,40.7
Manitoba,Indigenous population,Unemployment 8,Both sexes,2021,Persons,10.4
Manitoba,Indigenous population,Unemployment 8,Males,2021,Persons,5.3
Manitoba,Indigenous population,Unemployment 8,Females,2021,Persons,5.1
Manitoba,Indigenous population,Not in labour force 9,Both sexes,2021,Persons,50.1
Manitoba,Indigenous population,Not in labour force 9,Males,2021,Persons,22.2
Manitoba,Indigenous population,Not in labour force 9,Females,2021,Persons,27.8
Manitoba,Indigenous population,Population 5,Both sexes,2022,Persons,148.1
Manitoba,Indigenous population,Population 5,Males,2022,Persons,71.8
Manitoba,Indigenous population,Population 5,Females,2022,Persons,76.2
Manitoba,Indigenous population,Labour force 6,Both sexes,2022,Persons,95.1
Manitoba,Indigenous population,Labour force 6,Males,2022,Persons,47.4
Manitoba,Indigenous population,Labour force 6,Females,2022,Persons,47.7
Manitoba,Indigenous population,Employment 7,Both sexes,2022,Persons,87.8
Manitoba,Indigenous population,Employment 7,Males,2022,Persons,43.1
Manitoba,Indigenous population,Employment 7,Females,2022,Persons,44.7
Manitoba,Indigenous population,Unemployment 8,Both sexes,2022,Persons,7.3
Manitoba,Indigenous population,Unemployment 8,Males,2022,Persons,4.3
Manitoba,Indigenous population,Unemployment 8,Females,2022,Persons,3
Manitoba,Indigenous population,Not in labour force 9,Both sexes,2022,Persons,53
Manitoba,Indigenous population,Not in labour force 9,Males,2022,Persons,24.5
Manitoba,Indigenous population,Not in labour force 9,Females,2022,Persons,28.6
Manitoba,Indigenous population,Population 5,Both sexes,2023,Persons,152.9
Manitoba,Indigenous population,Population 5,Males,2023,Persons,74.6
Manitoba,Indigenous population,Population 5,Females,2023,Persons,78.3
Manitoba,Indigenous population,Labour force 6,Both sexes,2023,Persons,99.9
Manitoba,Indigenous population,Labour force 6,Males,2023,Persons,51.2
Manitoba,Indigenous population,Labour force 6,Females,2023,Persons,48.7
Manitoba,Indigenous population,Employment 7,Both sexes,2023,Persons,91.4
Manitoba,Indigenous population,Employment 7,Males,2023,Persons,46.4
Manitoba,Indigenous population,Employment 7,Females,2023,Persons,45
Manitoba,Indigenous population,Unemployment 8,Both sexes,2023,Persons,8.5
Manitoba,Indigenous population,Unemployment 8,Males,2023,Persons,4.8
Manitoba,Indigenous population,Unemployment 8,Females,2023,Persons,3.7
Manitoba,Indigenous population,Not in labour force 9,Both sexes,2023,Persons,52.9
Manitoba,Indigenous population,Not in labour force 9,Males,2023,Persons,23.4
Manitoba,Indigenous population,Not in labour force 9,Females,2023,Persons,29.6
Manitoba,Indigenous population,Population 5,Both sexes,2024,Persons,157.1
Manitoba,Indigenous population,Population 5,Males,2024,Persons,76.7
Manitoba,Indigenous population,Population 5,Females,2024,Persons,80.4
Manitoba,Indigenous population,Labour force 6,Both sexes,2024,Persons,100.5
Manitoba,Indigenous population,Labour force 6,Males,2024,Persons,52.5
Manitoba,Indigenous population,Labour force 6,Females,2024,Persons,48
Manitoba,Indigenous population,Employment 7,Both sexes,2024,Persons,91.5
Manitoba,Indigenous population,Employment 7,Males,2024,Persons,47.7
Manitoba,Indigenous population,Employment 7,Females,2024,Persons,43.8
Manitoba,Indigenous population,Unemployment 8,Both sexes,2024,Persons,9
Manitoba,Indigenous population,Unemployment 8,Males,2024,Persons,4.8
Manitoba,Indigenous population,Unemployment 8,Females,2024,Persons,4.2
Manitoba,Indigenous population,Not in labour force 9,Both sexes,2024,Persons,56.6
Manitoba,Indigenous population,Not in labour force 9,Males,2024,Persons,24.2
Manitoba,Indigenous population,Not in labour force 9,Females,2024,Persons,32.4
Manitoba,Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,13.5
Manitoba,Indigenous population,Unemployment rate 10,Males,2020,Percentage,15.3
Manitoba,Indigenous population,Unemployment rate 10,Females,2020,Percentage,11.5
Manitoba,Indigenous population,Participation rate 11,Both sexes,2020,Percentage,61.7
Manitoba,Indigenous population,Participation rate 11,Males,2020,Percentage,64.8
Manitoba,Indigenous population,Participation rate 11,Females,2020,Percentage,58.9
Manitoba,Indigenous population,Employment rate 12,Both sexes,2020,Percentage,53.4
Manitoba,Indigenous population,Employment rate 12,Males,2020,Percentage,54.9
Manitoba,Indigenous population,Employment rate 12,Females,2020,Percentage,52.1
Manitoba,Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,11.3
Manitoba,Indigenous population,Unemployment rate 10,Males,2021,Percentage,11.6
Manitoba,Indigenous population,Unemployment rate 10,Females,2021,Percentage,11.1
Manitoba,Indigenous population,Participation rate 11,Both sexes,2021,Percentage,64.7
Manitoba,Indigenous population,Participation rate 11,Males,2021,Percentage,67.4
Manitoba,Indigenous population,Participation rate 11,Females,2021,Percentage,62.2
Manitoba,Indigenous population,Employment rate 12,Both sexes,2021,Percentage,57.4
Manitoba,Indigenous population,Employment rate 12,Males,2021,Percentage,59.6
Manitoba,Indigenous population,Employment rate 12,Females,2021,Percentage,55.3
Manitoba,Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,7.7
Manitoba,Indigenous population,Unemployment rate 10,Males,2022,Percentage,9.1
Manitoba,Indigenous population,Unemployment rate 10,Females,2022,Percentage,6.2
Manitoba,Indigenous population,Participation rate 11,Both sexes,2022,Percentage,64.2
Manitoba,Indigenous population,Participation rate 11,Males,2022,Percentage,66
Manitoba,Indigenous population,Participation rate 11,Females,2022,Percentage,62.5
Manitoba,Indigenous population,Employment rate 12,Both sexes,2022,Percentage,59.3
Manitoba,Indigenous population,Employment rate 12,Males,2022,Percentage,60
Manitoba,Indigenous population,Employment rate 12,Females,2022,Percentage,58.6
Manitoba,Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,8.5
Manitoba,Indigenous population,Unemployment rate 10,Males,2023,Percentage,9.4
Manitoba,Indigenous population,Unemployment rate 10,Females,2023,Percentage,7.6
Manitoba,Indigenous population,Participation rate 11,Both sexes,2023,Percentage,65.4
Manitoba,Indigenous population,Participation rate 11,Males,2023,Percentage,68.6
Manitoba,Indigenous population,Participation rate 11,Females,2023,Percentage,62.2
Manitoba,Indigenous population,Employment rate 12,Both sexes,2023,Percentage,59.8
Manitoba,Indigenous population,Employment rate 12,Males,2023,Percentage,62.2
Manitoba,Indigenous population,Employment rate 12,Females,2023,Percentage,57.5
Manitoba,Indigenous population,Unemployment rate 10,Both sexes,2024,Percentage,9
Manitoba,Indigenous population,Unemployment rate 10,Males,2024,Percentage,9.2
Manitoba,Indigenous population,Unemployment rate 10,Females,2024,Percentage,8.8
Manitoba,Indigenous population,Participation rate 11,Both sexes,2024,Percentage,64
Manitoba,Indigenous population,Participation rate 11,Males,2024,Percentage,68.5
Manitoba,Indigenous population,Participation rate 11,Females,2024,Percentage,59.7
Manitoba,Indigenous population,Employment rate 12,Both sexes,2024,Percentage,58.2
Manitoba,Indigenous population,Employment rate 12,Males,2024,Percentage,62.2
Manitoba,Indigenous population,Employment rate 12,Females,2024,Percentage,54.5
Manitoba,Non-Indigenous population,Population 5,Both sexes,2020,Persons,911.4
Manitoba,Non-Indigenous population,Population 5,Males,2020,Persons,453.8
Manitoba,Non-Indigenous population,Population 5,Females,2020,Persons,457.6
Manitoba,Non-Indigenous population,Labour force 6,Both sexes,2020,Persons,600.9
Manitoba,Non-Indigenous population,Labour force 6,Males,2020,Persons,324.2
Manitoba,Non-Indigenous population,Labour force 6,Females,2020,Persons,276.7
Manitoba,Non-Indigenous population,Employment 7,Both sexes,2020,Persons,555.1
Manitoba,Non-Indigenous population,Employment 7,Males,2020,Persons,299
Manitoba,Non-Indigenous population,Employment 7,Females,2020,Persons,256.1
Manitoba,Non-Indigenous population,Unemployment 8,Both sexes,2020,Persons,45.8
Manitoba,Non-Indigenous population,Unemployment 8,Males,2020,Persons,25.2
Manitoba,Non-Indigenous population,Unemployment 8,Females,2020,Persons,20.6
Manitoba,Non-Indigenous population,Not in labour force 9,Both sexes,2020,Persons,310.5
Manitoba,Non-Indigenous population,Not in labour force 9,Males,2020,Persons,129.6
Manitoba,Non-Indigenous population,Not in labour force 9,Females,2020,Persons,180.9
Manitoba,Non-Indigenous population,Population 5,Both sexes,2021,Persons,909.7
Manitoba,Non-Indigenous population,Population 5,Males,2021,Persons,452.5
Manitoba,Non-Indigenous population,Population 5,Females,2021,Persons,457.2
Manitoba,Non-Indigenous population,Labour force 6,Both sexes,2021,Persons,605.5
Manitoba,Non-Indigenous population,Labour force 6,Males,2021,Persons,324.4
Manitoba,Non-Indigenous population,Labour force 6,Females,2021,Persons,281.1
Manitoba,Non-Indigenous population,Employment 7,Both sexes,2021,Persons,569
Manitoba,Non-Indigenous population,Employment 7,Males,2021,Persons,305.2
Manitoba,Non-Indigenous population,Employment 7,Females,2021,Persons,263.8
Manitoba,Non-Indigenous population,Unemployment 8,Both sexes,2021,Persons,36.5
Manitoba,Non-Indigenous population,Unemployment 8,Males,2021,Persons,19.2
Manitoba,Non-Indigenous population,Unemployment 8,Females,2021,Persons,17.3
Manitoba,Non-Indigenous population,Not in labour force 9,Both sexes,2021,Persons,304.2
Manitoba,Non-Indigenous population,Not in labour force 9,Males,2021,Persons,128.1
Manitoba,Non-Indigenous population,Not in labour force 9,Females,2021,Persons,176.1
Manitoba,Non-Indigenous population,Population 5,Both sexes,2022,Persons,915.7
Manitoba,Non-Indigenous population,Population 5,Males,2022,Persons,455.3
Manitoba,Non-Indigenous population,Population 5,Females,2022,Persons,460.4
Manitoba,Non-Indigenous population,Labour force 6,Both sexes,2022,Persons,609.3
Manitoba,Non-Indigenous population,Labour force 6,Males,2022,Persons,323.4
Manitoba,Non-Indigenous population,Labour force 6,Females,2022,Persons,285.8
Manitoba,Non-Indigenous population,Employment 7,Both sexes,2022,Persons,582.8
Manitoba,Non-Indigenous population,Employment 7,Males,2022,Persons,309.9
Manitoba,Non-Indigenous population,Employment 7,Females,2022,Persons,272.9
Manitoba,Non-Indigenous population,Unemployment 8,Both sexes,2022,Persons,26.5
Manitoba,Non-Indigenous population,Unemployment 8,Males,2022,Persons,13.6
Manitoba,Non-Indigenous population,Unemployment 8,Females,2022,Persons,12.9
Manitoba,Non-Indigenous population,Not in labour force 9,Both sexes,2022,Persons,306.4
Manitoba,Non-Indigenous population,Not in labour force 9,Males,2022,Persons,131.9
Manitoba,Non-Indigenous population,Not in labour force 9,Females,2022,Persons,174.5
Manitoba,Non-Indigenous population,Population 5,Both sexes,2023,Persons,935.6
Manitoba,Non-Indigenous population,Population 5,Males,2023,Persons,465.9
Manitoba,Non-Indigenous population,Population 5,Females,2023,Persons,469.6
Manitoba,Non-Indigenous population,Labour force 6,Both sexes,2023,Persons,625.3
Manitoba,Non-Indigenous population,Labour force 6,Males,2023,Persons,332.4
Manitoba,Non-Indigenous population,Labour force 6,Females,2023,Persons,292.8
Manitoba,Non-Indigenous population,Employment 7,Both sexes,2023,Persons,597.5
Manitoba,Non-Indigenous population,Employment 7,Males,2023,Persons,317.6
Manitoba,Non-Indigenous population,Employment 7,Females,2023,Persons,279.9
Manitoba,Non-Indigenous population,Unemployment 8,Both sexes,2023,Persons,27.8
Manitoba,Non-Indigenous population,Unemployment 8,Males,2023,Persons,14.8
Manitoba,Non-Indigenous population,Unemployment 8,Females,2023,Persons,13
Manitoba,Non-Indigenous population,Not in labour force 9,Both sexes,2023,Persons,310.3
Manitoba,Non-Indigenous population,Not in labour force 9,Males,2023,Persons,133.5
Manitoba,Non-Indigenous population,Not in labour force 9,Females,2023,Persons,176.8
Manitoba,Non-Indigenous population,Population 5,Both sexes,2024,Persons,970.4
Manitoba,Non-Indigenous population,Population 5,Males,2024,Persons,485.4
Manitoba,Non-Indigenous population,Population 5,Females,2024,Persons,484.9
Manitoba,Non-Indigenous population,Labour force 6,Both sexes,2024,Persons,648.3
Manitoba,Non-Indigenous population,Labour force 6,Males,2024,Persons,345.5
Manitoba,Non-Indigenous population,Labour force 6,Females,2024,Persons,302.9
Manitoba,Non-Indigenous population,Employment 7,Both sexes,2024,Persons,615.8
Manitoba,Non-Indigenous population,Employment 7,Males,2024,Persons,326.4
Manitoba,Non-Indigenous population,Employment 7,Females,2024,Persons,289.5
Manitoba,Non-Indigenous population,Unemployment 8,Both sexes,2024,Persons,32.5
Manitoba,Non-Indigenous population,Unemployment 8,Males,2024,Persons,19.1
Manitoba,Non-Indigenous population,Unemployment 8,Females,2024,Persons,13.4
Manitoba,Non-Indigenous population,Not in labour force 9,Both sexes,2024,Persons,322
Manitoba,Non-Indigenous population,Not in labour force 9,Males,2024,Persons,140
Manitoba,Non-Indigenous population,Not in labour force 9,Females,2024,Persons,182
Manitoba,Non-Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,7.6
Manitoba,Non-Indigenous population,Unemployment rate 10,Males,2020,Percentage,7.8
Manitoba,Non-Indigenous population,Unemployment rate 10,Females,2020,Percentage,7.4
Manitoba,Non-Indigenous population,Participation rate 11,Both sexes,2020,Percentage,65.9
Manitoba,Non-Indigenous population,Participation rate 11,Males,2020,Percentage,71.4
Manitoba,Non-Indigenous population,Participation rate 11,Females,2020,Percentage,60.5
Manitoba,Non-Indigenous population,Employment rate 12,Both sexes,2020,Percentage,60.9
Manitoba,Non-Indigenous population,Employment rate 12,Males,2020,Percentage,65.9
Manitoba,Non-Indigenous population,Employment rate 12,Females,2020,Percentage,56
Manitoba,Non-Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,6
Manitoba,Non-Indigenous population,Unemployment rate 10,Males,2021,Percentage,5.9
Manitoba,Non-Indigenous population,Unemployment rate 10,Females,2021,Percentage,6.2
Manitoba,Non-Indigenous population,Participation rate 11,Both sexes,2021,Percentage,66.6
Manitoba,Non-Indigenous population,Participation rate 11,Males,2021,Percentage,71.7
Manitoba,Non-Indigenous population,Participation rate 11,Females,2021,Percentage,61.5
Manitoba,Non-Indigenous population,Employment rate 12,Both sexes,2021,Percentage,62.6
Manitoba,Non-Indigenous population,Employment rate 12,Males,2021,Percentage,67.5
Manitoba,Non-Indigenous population,Employment rate 12,Females,2021,Percentage,57.7
Manitoba,Non-Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,4.3
Manitoba,Non-Indigenous population,Unemployment rate 10,Males,2022,Percentage,4.2
Manitoba,Non-Indigenous population,Unemployment rate 10,Females,2022,Percentage,4.5
Manitoba,Non-Indigenous population,Participation rate 11,Both sexes,2022,Percentage,66.5
Manitoba,Non-Indigenous population,Participation rate 11,Males,2022,Percentage,71
Manitoba,Non-Indigenous population,Participation rate 11,Females,2022,Percentage,62.1
Manitoba,Non-Indigenous population,Employment rate 12,Both sexes,2022,Percentage,63.6
Manitoba,Non-Indigenous population,Employment rate 12,Males,2022,Percentage,68.1
Manitoba,Non-Indigenous population,Employment rate 12,Females,2022,Percentage,59.3
Manitoba,Non-Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,4.4
Manitoba,Non-Indigenous population,Unemployment rate 10,Males,2023,Percentage,4.5
Manitoba,Non-Indigenous population,Unemployment rate 10,Females,2023,Percentage,4.4
Manitoba,Non-Indigenous population,Participation rate 11,Both sexes,2023,Percentage,66.8
Manitoba,Non-Indigenous population,Participation rate 11,Males,2023,Percentage,71.3
Manitoba,Non-Indigenous population,Participation rate 11,Females,2023,Percentage,62.4
Manitoba,Non-Indigenous population,Employment rate 12,Both sexes,2023,Percentage,63.9
Manitoba,Non-Indigenous population,Employment rate 12,Males,2023,Percentage,68.2
Manitoba,Non-Indigenous population,Employment rate 12,Females,2023,Percentage,59.6
Manitoba,Non-Indigenous population,Unemployment rate 10,Both sexes,2024,Percentage,5
Manitoba,Non-Indigenous population,Unemployment rate 10,Males,2024,Percentage,5.5
Manitoba,Non-Indigenous population,Unemployment rate 10,Females,2024,Percentage,4.4
Manitoba,Non-Indigenous population,Participation rate 11,Both sexes,2024,Percentage,66.8
Manitoba,Non-Indigenous population,Participation rate 11,Males,2024,Percentage,71.2
Manitoba,Non-Indigenous population,Participation rate 11,Females,2024,Percentage,62.5
Manitoba,Non-Indigenous population,Employment rate 12,Both sexes,2024,Percentage,63.5
Manitoba,Non-Indigenous population,Employment rate 12,Males,2024,Percentage,67.2
Manitoba,Non-Indigenous population,Employment rate 12,Females,2024,Percentage,59.7
Saskatchewan,Total population,Population 5,Both sexes,2020,Persons,888
Saskatchewan,Total population,Population 5,Males,2020,Persons,446.2
Saskatchewan,Total population,Population 5,Females,2020,Persons,441.8
Saskatchewan,Total population,Labour force 6,Both sexes,2020,Persons,594.7
Saskatchewan,Total population,Labour force 6,Males,2020,Persons,322.6
Saskatchewan,Total population,Labour force 6,Females,2020,Persons,272
Saskatchewan,Total population,Employment 7,Both sexes,2020,Persons,544.2
Saskatchewan,Total population,Employment 7,Males,2020,Persons,294
Saskatchewan,Total population,Employment 7,Females,2020,Persons,250.2
Saskatchewan,Total population,Unemployment 8,Both sexes,2020,Persons,50.5
Saskatchewan,Total population,Unemployment 8,Males,2020,Persons,28.7
Saskatchewan,Total population,Unemployment 8,Females,2020,Persons,21.8
Saskatchewan,Total population,Not in labour force 9,Both sexes,2020,Persons,293.3
Saskatchewan,Total population,Not in labour force 9,Males,2020,Persons,123.6
Saskatchewan,Total population,Not in labour force 9,Females,2020,Persons,169.8
Saskatchewan,Total population,Population 5,Both sexes,2021,Persons,889.6
Saskatchewan,Total population,Population 5,Males,2021,Persons,446.9
Saskatchewan,Total population,Population 5,Females,2021,Persons,442.7
Saskatchewan,Total population,Labour force 6,Both sexes,2021,Persons,598.4
Saskatchewan,Total population,Labour force 6,Males,2021,Persons,324.5
Saskatchewan,Total population,Labour force 6,Females,2021,Persons,273.9
Saskatchewan,Total population,Employment 7,Both sexes,2021,Persons,558.1
Saskatchewan,Total population,Employment 7,Males,2021,Persons,300.4
Saskatchewan,Total population,Employment 7,Females,2021,Persons,257.7
Saskatchewan,Total population,Unemployment 8,Both sexes,2021,Persons,40.3
Saskatchewan,Total population,Unemployment 8,Males,2021,Persons,24.1
Saskatchewan,Total population,Unemployment 8,Females,2021,Persons,16.2
Saskatchewan,Total population,Not in labour force 9,Both sexes,2021,Persons,291.1
Saskatchewan,Total population,Not in labour force 9,Males,2021,Persons,122.4
Saskatchewan,Total population,Not in labour force 9,Females,2021,Persons,168.8
Saskatchewan,Total population,Population 5,Both sexes,2022,Persons,900.2
Saskatchewan,Total population,Population 5,Males,2022,Persons,452.5
Saskatchewan,Total population,Population 5,Females,2022,Persons,447.7
Saskatchewan,Total population,Labour force 6,Both sexes,2022,Persons,606.1
Saskatchewan,Total population,Labour force 6,Males,2022,Persons,325.1
Saskatchewan,Total population,Labour force 6,Females,2022,Persons,281
Saskatchewan,Total population,Employment 7,Both sexes,2022,Persons,576.5
Saskatchewan,Total population,Employment 7,Males,2022,Persons,306.7
Saskatchewan,Total population,Employment 7,Females,2022,Persons,269.8
Saskatchewan,Total population,Unemployment 8,Both sexes,2022,Persons,29.7
Saskatchewan,Total population,Unemployment 8,Males,2022,Persons,18.5
Saskatchewan,Total population,Unemployment 8,Females,2022,Persons,11.2
Saskatchewan,Total population,Not in labour force 9,Both sexes,2022,Persons,294.1
Saskatchewan,Total population,Not in labour force 9,Males,2022,Persons,127.4
